,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,engine,Seats,age
3270,Maruti Wagon R,223000,60545,Petrol,Manual,1st Owner,1120 cc,5 Seats,10
3271,Hyundai Verna 1.6,317000,132004,Diesel,Manual,3rd Owner,2179 cc,5 Seats,11
3272,Kia Seltos HTK,1325000,7000,Diesel,Manual,1st Owner,1248 cc,8 Seats,2
3273,Maruti Vitara Brezza,805000,36096,Diesel,Manual,1st Owner,1197 cc,5 Seats,4
3274,Maruti Wagon R,523000,9264,Petrol,Manual,1st Owner,2494 cc,5 Seats,2
3275,Hyundai Grand i10,258000,112870,Petrol,Manual,1st Owner,1198 cc,8 Seats,10
3276,Hyundai Xcent 1.1,297000,56522,Diesel,Manual,2nd Owner,998 cc,5 Seats,9
3277,Mahindra Scorpio S11,1251000,74206,Diesel,Manual,1st Owner,2393 cc,5 Seats,5
3278,Maruti Swift Dzire,665000,70000,Diesel,Manual,1st Owner,1047 cc,5 Seats,5
3279,Hyundai i20 1.2,563000,50924,Petrol,Manual,2nd Owner,1197 cc,5 Seats,5
3280,Toyota Innova 2.5,774000,55681,Diesel,Manual,1st Owner,998 cc,5 Seats,8
3281,Tata Nexon 1.2,646000,13308,Petrol,Manual,1st Owner,998 cc,7 Seats,4
3282,Maruti Zen Estilo,167000,27420,Petrol,Manual,1st Owner,1248 cc,5 Seats,12
3283,Toyota Innova Crysta,1505000,143696,Diesel,Manual,1st Owner,1999 cc,4 Seats,5
3284,Tata Tiago 1.05,374000,117792,Diesel,Manual,1st Owner,2995 cc,6 Seats,6
3285,Maruti Swift Dzire,519000,47131,Petrol,Automatic,1st Owner,1991 cc,5 Seats,6
3286,Maruti Wagon R,195000,104155,Cng,Manual,1st Owner,1950 cc,8 Seats,11
3287,Maruti A-Star Lxi,160000,54573,Petrol,Manual,1st Owner,1498 cc,5 Seats,12
3288,Maruti Baleno 1.3,588000,84143,Diesel,Manual,3rd Owner,2494 cc,7 Seats,4
3289,Land Rover Discovery,4800000,46000,Diesel,Automatic,1st Owner,1199 cc,5 Seats,4
3290,Audi Q8 55,0,28000,Petrol,Automatic,1st Owner,4134 cc,5 Seats,2
3291,Mercedes-Benz C-Class C300,6800000,30000,Petrol,Automatic,1st Owner,998 cc,5 Seats,4
3292,Mercedes-Benz V-Class Exclusive,5900000,47000,Diesel,Automatic,2nd Owner,1197 cc,5 Seats,4
3293,Ford Ecosport Titanium,735000,46029,Diesel,Manual,1st Owner,1396 cc,7 Seats,2
3295,Tata Nexon XMA,999000,39353,Petrol,Automatic,1st Owner,2755 cc,7 Seats,3
3296,Audi Q7 4.2,1726000,80087,Diesel,Automatic,3rd Owner,1950 cc,5 Seats,12
3297,Kia Sonet HTX,1062000,14067,Petrol,Manual,1st Owner,1462 cc,5 Seats,2
3298,Maruti Baleno Delta,669000,13341,Petrol,Manual,1st Owner,1197 cc,5 Seats,2
3299,Hyundai i20 Active,574000,59326,Diesel,Manual,2nd Owner,1798 cc,5 Seats,6
3300,Maruti Swift VDI,351000,71093,Diesel,Manual,1st Owner,1197 cc,5 Seats,9
3301,Toyota Fortuner 2.8,3200000,94000,Diesel,Automatic,1st Owner,796 cc,7 Seats,5
3302,Mercedes-Benz E-Class Exclusive,7475000,13000,Diesel,Automatic,1st Owner,1956 cc,5 Seats,2
3303,Maruti Ertiga ZXI,946000,29267,Petrol,Manual,1st Owner,2179 cc,5 Seats,4
3304,Maruti Swift Dzire,716000,9695,Petrol,Automatic,1st Owner,1199 cc,5 Seats,4
3305,Toyota Corolla Altis,883000,49470,Petrol,Manual,1st Owner,1956 cc,5 Seats,7
3306,Volkswagen Vento 1.2,731000,27334,Petrol,Automatic,1st Owner,1186 cc,5 Seats,7
3307,Maruti Alto 800,268000,35275,Petrol,Manual,1st Owner,1497 cc,5 Seats,7
3308,Jeep Compass 2.0,2213000,32365,Diesel,Automatic,1st Owner,1497 cc,5 Seats,3
3309,Tata Hexa XT,1021000,57366,Diesel,Manual,1st Owner,1199 cc,5 Seats,6
3310,Tata Altroz XZ,730000,30972,Petrol,Manual,1st Owner,1956 cc,7 Seats,3
3311,Jeep Compass 2.0,1178000,63641,Diesel,Manual,2nd Owner,1248 cc,7 Seats,5
3312,Hyundai Grand i10,520000,36171,Diesel,Manual,1st Owner,2179 cc,6 Seats,5
3313,Honda City i-VTEC,950000,33851,Petrol,Automatic,1st Owner,1373 cc,5 Seats,6
3314,Honda City i,608000,73414,Petrol,Manual,1st Owner,1198 cc,5 Seats,8
3315,Tata Tiago 1.2,430999,65938,Petrol,Manual,1st Owner,796 cc,5 Seats,6
3316,MG Hector Sharp,1730000,27122,Diesel,Manual,1st Owner,1461 cc,7 Seats,3
3317,Maruti Baleno 1.3,555000,73994,Diesel,Manual,2nd Owner,1497 cc,5 Seats,6
3318,Tata Safari Storme,769000,65779,Diesel,Manual,1st Owner,1493 cc,5 Seats,7
3319,Maruti Ertiga BSIV,786000,51239,Petrol,Manual,1st Owner,1396 cc,5 Seats,5
3320,Mahindra KUV 100,366000,70222,Petrol,Manual,1st Owner,1086 cc,5 Seats,6
3321,Maruti Alto 800,412000,3415,Petrol,Manual,1st Owner,1086 cc,7 Seats,2
3322,Nissan Terrano XL,420000,110000,Diesel,Manual,1st Owner,1199 cc,5 Seats,9
3323,Honda City 1.5,200000,80000,Petrol,Automatic,3rd Owner,2179 cc,5 Seats,15
3324,Mahindra Bolero Power,600000,150000,Diesel,Manual,1st Owner,1199 cc,5 Seats,6
3325,Hyundai i20 Asta,540000,97000,Diesel,Manual,2nd Owner,1248 cc,5 Seats,8
3326,Hyundai i10 Era,225000,80000,Petrol,Manual,3rd Owner,2967 cc,7 Seats,14
3327,Hyundai i10 Era,180000,25000,Petrol,Manual,1st Owner,1197 cc,5 Seats,12
3328,Volkswagen Polo Diesel,270000,60000,Diesel,Manual,2nd Owner,2494 cc,4 Seats,11
3329,Tata New Safari,325000,80000,Diesel,Manual,1st Owner,1396 cc,5 Seats,10
3330,Chevrolet Beat LS,195000,100000,Petrol,Manual,2nd Owner,796 cc,5 Seats,6
3331,Maruti Swift Dzire,459999,30000,Diesel,Manual,1st Owner,2993 cc,5 Seats,8
3332,Porsche Cayenne Diesel,2200000,120000,Diesel,Automatic,2nd Owner,1248 cc,5 Seats,12
3333,Maruti Swift VXI,210000,110000,Petrol,Manual,4th Owner,1197 cc,5 Seats,12
3334,Toyota Innova 2.5,550000,120000,Diesel,Manual,3rd Owner,1461 cc,5 Seats,10
3335,Tata Indica eV2,112999,110000,Diesel,Manual,1st Owner,998 cc,4 Seats,7
3337,BMW X5 xDrive,2000000,150000,Diesel,Automatic,1st Owner,1997 cc,5 Seats,9
3338,Maruti Swift Dzire,560000,80000,Diesel,Manual,3rd Owner,1248 cc,5 Seats,7
3339,Hyundai Xcent 1.2,394000,10000,Petrol,Manual,1st Owner,1582 cc,5 Seats,4
3340,Renault Duster 110PS,400000,120000,Diesel,Manual,1st Owner,1197 cc,5 Seats,8
3341,Maruti Wagon R,560000,5000,Petrol,Manual,1st Owner,1248 cc,5 Seats,1
3342,BMW 5 Series,900000,90000,Petrol,Automatic,2nd Owner,1086 cc,5 Seats,11
3343,Mahindra Thar LX,1375000,20000,Petrol,Automatic,1st Owner,1462 cc,5 Seats,3
3344,Maruti Swift VDI,235000,100000,Diesel,Manual,3rd Owner,1086 cc,7 Seats,13
3345,Hyundai Verna 1.6,365000,120000,Diesel,Manual,1st Owner,2179 cc,5 Seats,10
3347,Maruti Swift VXI,550000,50000,Petrol,Manual,1st Owner,1497 cc,5 Seats,6
3348,Maruti Ritz VDi,300000,90000,Diesel,Manual,2nd Owner,1998 cc,5 Seats,9
3349,Hyundai Santro Magna,400000,3700,Petrol,Manual,1st Owner,1582 cc,5 Seats,2
3350,Maruti Ciaz Zeta,900000,15000,Petrol,Manual,1st Owner,1197 cc,5 Seats,3
3351,Hyundai Santro Era,425000,20000,Petrol,Manual,1st Owner,1798 cc,5 Seats,4
3352,Mahindra XUV500 W8,630000,120000,Diesel,Manual,1st Owner,1248 cc,5 Seats,10
3353,Tata Zest Revotron,340000,60000,Petrol,Manual,1st Owner,1399 cc,7 Seats,7
3354,Honda City 1.5,254999,60000,Petrol,Manual,3rd Owner,2982 cc,7 Seats,12
3355,Chevrolet Cruze LTZ,480000,40000,Diesel,Manual,2nd Owner,2179 cc,5 Seats,7
3356,Hyundai Verna 1.6,290000,110000,Diesel,Manual,3rd Owner,998 cc,5 Seats,12
3357,Hyundai i10 Sportz,210000,70000,Petrol,Manual,4th Owner,1298 cc,5 Seats,12
3358,Skoda Superb 1.8,300000,110000,Petrol,Manual,1st Owner,796 cc,5 Seats,12
3359,Maruti Swift VDI,190000,70000,Diesel,Manual,2nd Owner,1497 cc,5 Seats,13
3360,Ford Figo Diesel,100000,80000,Diesel,Manual,2nd Owner,1896 cc,7 Seats,12
3361,Toyota Fortuner 4x2,1270000,110000,Diesel,Manual,3rd Owner,2179 cc,5 Seats,8
3362,Mahindra XUV500 W8,700000,60000,Diesel,Manual,1st Owner,1498 cc,7 Seats,10
3363,Maruti Alto K10,285000,70000,Petrol,Manual,1st Owner,1956 cc,5 Seats,7
3364,Maruti Esteem Vxi,0,120000,Petrol,Manual,2nd Owner,1591 cc,5 Seats,16
3366,Honda City 1.5,213000,110000,Petrol,Manual,2nd Owner,796 cc,7 Seats,14
3367,Skoda New Laura,150000,120000,Diesel,Manual,2nd Owner,2179 cc,5 Seats,16
3368,Tata Hexa XTA,1080000,80000,Diesel,Automatic,2nd Owner,1198 cc,5 Seats,5
3369,Volkswagen Ameo 1.5,535000,50000,Diesel,Manual,2nd Owner,1498 cc,2 Seats,5
3370,Tata New Safari,2064999,35000,Diesel,Manual,1st Owner,2523 cc,5 Seats,2
3371,Hyundai Verna VTVT,875000,60000,Petrol,Manual,1st Owner,796 cc,5 Seats,4
3372,Nissan Micra Diesel,266000,110000,Diesel,Manual,2nd Owner,2499 cc,5 Seats,10
3373,Maruti Alto LX,125000,135000,Petrol,Manual,4th Owner,1248 cc,7 Seats,14
3374,Mahindra XUV500 W8,525000,90000,Diesel,Manual,2nd Owner,2523 cc,5 Seats,10
3375,Honda Brio S,270000,67000,Petrol,Manual,2nd Owner,1298 cc,5 Seats,10
3376,Honda Amaze EX,250000,90000,Diesel,Manual,3rd Owner,1396 cc,5 Seats,9
3378,Maruti Alto LXi,135000,50000,Petrol,Manual,2nd Owner,1995 cc,5 Seats,15
3379,Isuzu D-Max S,776000,5000,Diesel,Manual,1st Owner,1461 cc,5 Seats,1
3380,Maruti Swift Dzire,425000,100000,Diesel,Manual,2nd Owner,1198 cc,5 Seats,9
3381,Mahindra Bolero SLE,300000,110000,Diesel,Manual,3rd Owner,998 cc,5 Seats,12
3382,Maruti Swift Dzire,160000,80000,Petrol,Manual,2nd Owner,1498 cc,5 Seats,14
3383,Hyundai Creta 1.4,800000,78000,Diesel,Manual,1st Owner,1396 cc,5 Seats,6
3384,Maruti Swift VXi,120000,90000,Petrol,Manual,3rd Owner,1586 cc,5 Seats,15
3385,BMW 3 Series,375000,100000,Diesel,Automatic,3rd Owner,998 cc,5 Seats,16
3386,Mahindra Verito Vibe,200000,136000,Diesel,Manual,2nd Owner,1968 cc,5 Seats,10
3387,Honda CR-V MT,650000,136000,Petrol,Manual,3rd Owner,999 cc,5 Seats,11
3388,Maruti Alto K10,325000,40000,Petrol,Manual,1st Owner,1493 cc,5 Seats,5
3389,Volkswagen Polo 1.5,365000,110000,Diesel,Manual,1st Owner,1197 cc,5 Seats,8
3390,Hyundai i20 Sportz,310000,70000,Diesel,Manual,3rd Owner,999 cc,5 Seats,9
3391,Maruti SX4 Zxi,120000,90000,Petrol,Manual,2nd Owner,1061 cc,5 Seats,16
3392,Maruti Celerio VXI,335000,60000,Petrol,Manual,1st Owner,1995 cc,5 Seats,7
3393,Audi Q3 35,1250000,40000,Diesel,Automatic,4th Owner,998 cc,5 Seats,9
3395,Hyundai Creta SX,2000000,20000,Diesel,Automatic,1st Owner,999 cc,5 Seats,2
3396,Maruti Baleno Zeta,710000,20000,Petrol,Manual,1st Owner,1197 cc,5 Seats,2
3397,Renault KWID 1.0,270000,35000,Petrol,Manual,1st Owner,1956 cc,5 Seats,6
3399,BMW X1 sDrive,800000,100000,Petrol,Automatic,2nd Owner,1197 cc,5 Seats,12
3400,Maruti Alto K10,350000,25000,Petrol,Automatic,2nd Owner,1248 cc,5 Seats,6
3401,Maruti Swift VDI,240000,60000,Diesel,Manual,1st Owner,1968 cc,5 Seats,8
3402,Renault KWID 1.0,309000,45095,Petrol,Automatic,1st Owner,1248 cc,5 Seats,6
3403,Toyota Etios Liva,204000,30056,Petrol,Manual,2nd Owner,814 cc,7 Seats,12
3404,Tata Harrier XT,1542000,32638,Diesel,Manual,1st Owner,2967 cc,5 Seats,2
3405,Maruti Ignis Sigma,488999,21513,Petrol,Manual,1st Owner,1798 cc,7 Seats,3
3406,Maruti Swift Dzire,387000,55325,Petrol,Manual,1st Owner,2179 cc,5 Seats,8
3408,Audi A4 2.0,760000,117180,Diesel,Automatic,3rd Owner,1956 cc,7 Seats,12
3409,Maruti Swift VDI,301000,156932,Diesel,Manual,3rd Owner,2494 cc,5 Seats,9
3410,Hyundai EON Magna,184000,28508,Petrol,Manual,1st Owner,1373 cc,5 Seats,10
3411,Audi Q7 3.0,1102000,86594,Diesel,Automatic,3rd Owner,1197 cc,5 Seats,14
3412,Skoda Superb Elegance,511000,61090,Petrol,Manual,2nd Owner,1497 cc,5 Seats,12
3414,Maruti Swift LDI,250000,84132,Diesel,Manual,1st Owner,1582 cc,7 Seats,11
3415,Jeep Compass 2.0,1125000,99695,Diesel,Manual,1st Owner,2393 cc,5 Seats,6
3416,Toyota Innova 2.5,751000,98234,Diesel,Manual,1st Owner,1461 cc,7 Seats,9
3417,Maruti Ciaz VXi,524000,86523,Petrol,Manual,1st Owner,1462 cc,5 Seats,7
3418,Hyundai i10 Sportz,227000,76974,Petrol,Manual,2nd Owner,1498 cc,7 Seats,11
3419,Honda City 1.5,213000,112308,Petrol,Manual,3rd Owner,2199 cc,5 Seats,15
3420,Maruti Swift Dzire,292000,42278,Petrol,Manual,1st Owner,1451 cc,5 Seats,11
3421,Hyundai Creta 1.6,828999,65308,Diesel,Manual,1st Owner,1248 cc,7 Seats,7
3422,Toyota Innova Crysta,1499000,83519,Diesel,Manual,1st Owner,2499 cc,7 Seats,7
3423,Renault Duster 110PS,352000,133159,Diesel,Manual,1st Owner,1997 cc,5 Seats,10
3424,Maruti Ertiga CNG,906000,55481,Cng,Manual,1st Owner,998 cc,7 Seats,3
3425,MG Astor Super,1227000,7046,Petrol,Automatic,1st Owner,1493 cc,5 Seats,2
3426,Kia Carnival Prestige,2821000,9762,Diesel,Automatic,1st Owner,1248 cc,5 Seats,2
3427,MG Hector Sharp,1835000,12144,Petrol,Automatic,1st Owner,1248 cc,5 Seats,2
3428,Maruti SX4 S,686000,117585,Diesel,Manual,1st Owner,1120 cc,5 Seats,6
3430,Mahindra Scorpio 1.99,847000,53076,Diesel,Manual,2nd Owner,1498 cc,5 Seats,7
3431,Maruti Celerio VXI,428000,84346,Cng,Manual,1st Owner,1968 cc,5 Seats,5
3432,Mahindra TUV 300,501000,97865,Diesel,Manual,1st Owner,814 cc,5 Seats,8
3433,Maruti Swift VDI,206999,89807,Diesel,Manual,1st Owner,1396 cc,7 Seats,13
3434,Maruti Swift Dzire,327000,99121,Diesel,Manual,3rd Owner,2199 cc,5 Seats,9
3435,Hyundai Grand i10,360000,97497,Diesel,Manual,1st Owner,1498 cc,5 Seats,7
3436,Tata Indigo GLX,0,48863,Petrol,Manual,1st Owner,1364 cc,5 Seats,13
3437,Honda City i,428000,133384,Diesel,Manual,1st Owner,1582 cc,5 Seats,9
3438,Audi A6 35,1059000,94235,Diesel,Automatic,3rd Owner,1248 cc,5 Seats,11
3439,Hyundai EON Magna,246000,26995,Petrol,Manual,1st Owner,1461 cc,5 Seats,8
3440,Hyundai i20 Asta,493000,93763,Diesel,Manual,1st Owner,998 cc,5 Seats,8
3441,Hyundai Santa Fe,938000,133491,Diesel,Automatic,3rd Owner,1197 cc,5 Seats,8
3442,Volkswagen Polo 1.5,374000,73323,Diesel,Manual,3rd Owner,799 cc,5 Seats,8
3443,Toyota Etios Liva,387000,141059,Diesel,Manual,2nd Owner,1498 cc,5 Seats,8
3445,Maruti Swift Dzire,368000,129195,Diesel,Manual,1st Owner,1968 cc,5 Seats,10
3446,Renault Duster 85PS,316000,73331,Diesel,Manual,2nd Owner,1248 cc,5 Seats,10
3447,Maruti Celerio VXI,249000,75088,Petrol,Manual,1st Owner,998 cc,5 Seats,9
3448,Hyundai Grand i10,323000,60609,Petrol,Manual,1st Owner,1995 cc,5 Seats,8
3449,Renault KWID RXE,219000,48448,Petrol,Manual,1st Owner,998 cc,5 Seats,8
3450,Ford Ecosport 1.5,533000,112525,Diesel,Manual,1st Owner,1956 cc,7 Seats,8
3451,Chevrolet Cruze LT,266000,97095,Diesel,Manual,3rd Owner,2179 cc,5 Seats,11
3452,Audi A4 2.0,802999,114450,Diesel,Automatic,3rd Owner,998 cc,5 Seats,10
3454,Maruti Wagon R,259000,122702,Cng,Manual,1st Owner,1248 cc,5 Seats,7
3455,BMW 3 Series,519000,145228,Diesel,Automatic,1st Owner,2993 cc,5 Seats,13
3456,Maruti Alto K10,144000,11026,Petrol,Manual,1st Owner,796 cc,5 Seats,12
3457,MG Hector Sharp,1889000,5216,Diesel,Manual,1st Owner,1586 cc,5 Seats,1
3458,Tata Sumo MKII,278000,39732,Diesel,Manual,1st Owner,1248 cc,5 Seats,12
3459,Maruti Alto K10,361000,26360,Petrol,Manual,1st Owner,1462 cc,7 Seats,4
3460,Honda City V,725000,55360,Petrol,Manual,1st Owner,2179 cc,5 Seats,6
3461,Maruti Swift Dzire,297000,101417,Diesel,Manual,2nd Owner,1968 cc,5 Seats,8
3462,BMW 7 Series,1297000,104033,Diesel,Automatic,3rd Owner,1498 cc,5 Seats,13
3463,Maruti Alto LX,111000,73411,Petrol,Manual,3rd Owner,1199 cc,5 Seats,12
3464,Maruti SX4 Zxi,210000,19844,Petrol,Manual,1st Owner,1498 cc,5 Seats,15
3465,Maruti Swift VDI,330000,107497,Diesel,Manual,1st Owner,1995 cc,5 Seats,11
3466,Maruti Ciaz Delta,626000,86272,Petrol,Manual,1st Owner,1582 cc,5 Seats,5
3467,Tata Hexa XT,886000,82455,Diesel,Manual,2nd Owner,2143 cc,5 Seats,6
3468,Audi Q3 35,2548000,40996,Diesel,Automatic,1st Owner,1462 cc,5 Seats,4
3470,Volkswagen Polo Diesel,192000,80615,Diesel,Manual,4th Owner,1197 cc,5 Seats,12
3471,Honda City i,529000,119391,Diesel,Manual,1st Owner,1497 cc,7 Seats,8
3473,Hyundai Verna CRDi,1195000,28235,Diesel,Automatic,2nd Owner,796 cc,5 Seats,3
3474,Mercedes-Benz C-Class 220,1136000,86063,Diesel,Automatic,1st Owner,1498 cc,7 Seats,9
3475,Toyota Urban cruiser,1072000,9711,Petrol,Automatic,1st Owner,2393 cc,5 Seats,2
3476,Maruti Swift VXI,362000,108590,Petrol,Manual,1st Owner,1197 cc,5 Seats,8
3477,Hyundai Grand i10,466000,51777,Petrol,Manual,1st Owner,1197 cc,5 Seats,5
3478,Tata Nexon XM,981000,19909,Diesel,Manual,1st Owner,1198 cc,5 Seats,2
3479,Toyota Innova 2.5,631000,119363,Diesel,Manual,2nd Owner,1197 cc,5 Seats,9
3480,Maruti Alto 800,254999,46001,Cng,Manual,1st Owner,999 cc,5 Seats,3
3481,Honda City ZX,1443000,2710,Petrol,Automatic,1st Owner,1461 cc,5 Seats,1
3482,Toyota Innova Crysta,1913000,46471,Diesel,Manual,2nd Owner,1086 cc,5 Seats,3
3483,Maruti Swift Dzire,641000,45893,Petrol,Automatic,1st Owner,1399 cc,5 Seats,3
3484,Maruti Baleno 1.2,476000,78178,Petrol,Manual,1st Owner,814 cc,7 Seats,6
3485,Honda Amaze E,345000,89419,Petrol,Manual,2nd Owner,2179 cc,7 Seats,8
3486,Hyundai Grand i10,393000,31750,Petrol,Manual,1st Owner,2179 cc,5 Seats,7
3487,Volkswagen Taigun 1.0,1351000,5527,Petrol,Automatic,1st Owner,1197 cc,5 Seats,2
3488,Renault Duster 85PS,509999,101376,Diesel,Manual,1st Owner,1248 cc,5 Seats,7
3489,Hyundai i10 Era,103000,102437,Petrol,Manual,2nd Owner,1199 cc,5 Seats,15
3490,Ford Fiesta 1.4,141000,153367,Diesel,Manual,2nd Owner,1498 cc,5 Seats,15
3491,Hyundai EON Magna,220000,92419,Petrol,Manual,2nd Owner,998 cc,5 Seats,8
3492,Mahindra XUV500 W6,463000,93764,Diesel,Manual,2nd Owner,1498 cc,5 Seats,10
3493,Mahindra XUV500 W10,808000,61137,Diesel,Manual,2nd Owner,1396 cc,5 Seats,8
3494,Maruti Baleno 1.2,482000,21109,Petrol,Manual,1st Owner,1498 cc,5 Seats,6
3496,Tata Tiago 1.2,334000,28392,Petrol,Manual,1st Owner,2184 cc,5 Seats,7
3497,Ford Figo 1.5D,436000,65892,Diesel,Manual,1st Owner,998 cc,5 Seats,5
3498,Maruti Alto K10,354000,13365,Petrol,Manual,1st Owner,1396 cc,5 Seats,4
3500,Hyundai i20 1.4,611000,80294,Diesel,Manual,1st Owner,1497 cc,5 Seats,5
3502,Kia Seltos HTK,1104000,12721,Petrol,Manual,1st Owner,1396 cc,5 Seats,3
3503,Mahindra Thar LX,1413000,4486,Diesel,Manual,1st Owner,1498 cc,5 Seats,1
3504,Hyundai Venue SX,1073000,29707,Petrol,Automatic,1st Owner,1197 cc,5 Seats,3
3505,Hyundai i20 Active,527000,47387,Diesel,Manual,3rd Owner,1197 cc,8 Seats,7
3506,Tata Zest Revotron,236000,112613,Petrol,Manual,1st Owner,2393 cc,6 Seats,9
3507,Honda City i,644000,55802,Petrol,Manual,1st Owner,1956 cc,5 Seats,6
3508,MG Hector Sharp,1777000,11081,Petrol,Automatic,1st Owner,1995 cc,5 Seats,2
3509,Hyundai i20 1.4,587000,82177,Diesel,Manual,1st Owner,1461 cc,5 Seats,5
3510,Honda City i,423000,66357,Diesel,Manual,3rd Owner,1461 cc,5 Seats,9
3511,Hyundai i20 Magna,186000,60228,Petrol,Manual,1st Owner,998 cc,5 Seats,13
3512,Hyundai Xcent 1.2,358000,89337,Petrol,Automatic,1st Owner,1495 cc,6 Seats,8
3513,Toyota Innova Crysta,1930000,20713,Diesel,Manual,1st Owner,1198 cc,7 Seats,2
3514,MG Hector Plus,1227000,49268,Diesel,Manual,1st Owner,2982 cc,7 Seats,3
3515,BMW X1 sDrive20d,883000,128428,Diesel,Automatic,2nd Owner,2982 cc,5 Seats,10
3516,Nissan Terrano XV,441000,133451,Diesel,Manual,1st Owner,1197 cc,5 Seats,8
3517,Renault Pulse RxL,165000,104419,Diesel,Manual,2nd Owner,2198 cc,5 Seats,11
3518,Maruti Zen Estilo,167000,67301,Petrol,Manual,1st Owner,796 cc,5 Seats,12
3519,Hyundai Accent GLE,114999,100636,Petrol,Manual,2nd Owner,998 cc,7 Seats,15
3520,Mahindra KUV 100,338000,38934,Petrol,Manual,1st Owner,1462 cc,5 Seats,7
3521,Toyota Fortuner 4x2,1157000,91653,Diesel,Automatic,2nd Owner,1497 cc,5 Seats,10
3522,Toyota Fortuner 4x4,1039000,151441,Diesel,Manual,3rd Owner,1197 cc,5 Seats,10
3523,Maruti Baleno 1.2,599000,52045,Petrol,Manual,1st Owner,1364 cc,5 Seats,4
3524,Mahindra XUV700 MX,1246000,4248,Diesel,Manual,1st Owner,1498 cc,5 Seats,1
3525,Maruti Alto LXi,106000,147432,Petrol,Manual,2nd Owner,1498 cc,5 Seats,13
3526,Maruti Alto K10,312000,28244,Petrol,Automatic,2nd Owner,1497 cc,5 Seats,6
3527,Maruti Ertiga VXI,786000,44458,Petrol,Manual,1st Owner,1197 cc,5 Seats,4
3528,Honda City 1.5,252000,71456,Petrol,Manual,1st Owner,1120 cc,5 Seats,14
3529,Hyundai Grand i10,324000,38765,Petrol,Manual,1st Owner,1199 cc,5 Seats,8
3530,Toyota Etios GD,286000,135571,Diesel,Manual,2nd Owner,1493 cc,5 Seats,11
3531,Honda Amaze E,369000,113005,Diesel,Manual,2nd Owner,1199 cc,5 Seats,8
3532,Honda City i,500000,155769,Diesel,Manual,1st Owner,999 cc,5 Seats,9
3533,Kia Seltos HTX,1295000,8062,Petrol,Manual,1st Owner,1956 cc,7 Seats,3
3534,Hyundai Aura SX,677000,6071,Petrol,Manual,1st Owner,2755 cc,5 Seats,1
3535,Hyundai Grand i10,389000,65072,Diesel,Manual,1st Owner,1461 cc,5 Seats,9
3536,Tata Altroz XT,696000,29507,Petrol,Manual,1st Owner,999 cc,5 Seats,3
3538,Honda Jazz 1.2,495000,24959,Petrol,Manual,1st Owner,1591 cc,6 Seats,7
3539,Renault KWID 1.0,324000,39265,Petrol,Manual,1st Owner,1451 cc,7 Seats,5
3540,Tata Harrier XT,1670000,21699,Diesel,Manual,1st Owner,2494 cc,5 Seats,2
3541,Toyota Innova Crysta,1482000,85911,Diesel,Automatic,1st Owner,2993 cc,5 Seats,5
3542,Mahindra Verito 1.5,227000,117132,Diesel,Manual,1st Owner,1248 cc,5 Seats,11
3543,Renault KWID 1.0,256000,50455,Petrol,Manual,1st Owner,1061 cc,5 Seats,6
3544,MG Hector Sharp,1599000,13471,Petrol,Automatic,1st Owner,1396 cc,5 Seats,2
3545,Hyundai Creta 1.6,948000,36104,Petrol,Manual,1st Owner,998 cc,5 Seats,5
3546,MG Hector Plus,1730000,7943,Petrol,Manual,1st Owner,1248 cc,5 Seats,2
3547,Toyota Innova 2.5,757000,83474,Diesel,Manual,2nd Owner,1198 cc,8 Seats,9
3548,BMW 5 Series,893000,84218,Diesel,Automatic,2nd Owner,2498 cc,7 Seats,13
3549,Maruti Swift Dzire,341000,91065,Diesel,Manual,2nd Owner,1248 cc,7 Seats,8
3550,Maruti Wagon R,0,105323,Petrol,Manual,2nd Owner,2179 cc,5 Seats,15
3552,Maruti Celerio VXI,429000,48660,Cng,Manual,1st Owner,1896 cc,5 Seats,3
3553,Maruti Ritz VDi,235000,154958,Diesel,Manual,1st Owner,1396 cc,5 Seats,11
3554,Honda Amaze E,275000,95989,Petrol,Manual,3rd Owner,2400 cc,5 Seats,7
3555,Mahindra Xylo E8,204000,152308,Diesel,Manual,1st Owner,1086 cc,5 Seats,14
3556,Maruti Ertiga VDI,413999,127831,Diesel,Manual,1st Owner,1956 cc,5 Seats,11
3558,Chevrolet Beat Diesel,279000,60205,Diesel,Manual,1st Owner,2982 cc,5 Seats,7
3561,Volvo S 80,819999,83694,Diesel,Automatic,3rd Owner,2998 cc,5 Seats,11
3563,Jeep Compass 2.0,1390000,42035,Diesel,Manual,1st Owner,1248 cc,5 Seats,4
3564,Maruti Alto 800,383000,28350,Cng,Manual,1st Owner,1197 cc,5 Seats,3
3565,Toyota Fortuner 4x2,1328000,105427,Diesel,Automatic,3rd Owner,796 cc,5 Seats,9
3566,Mercedes-Benz GLE 300d,8900000,13000,Diesel,Automatic,1st Owner,1968 cc,5 Seats,2
3567,Land Rover Range,0,68500,Diesel,Automatic,1st Owner,1497 cc,5 Seats,4
3568,BMW X7 xDrive,0,39000,Petrol,Automatic,1st Owner,1061 cc,5 Seats,4
3569,Land Rover Range,0,19500,Petrol,Automatic,1st Owner,1199 cc,7 Seats,3
3570,Maruti Swift VDI,425000,66000,Diesel,Manual,1st Owner,2184 cc,5 Seats,9
3571,Hyundai i10 Magna,310000,23000,Petrol,Manual,1st Owner,2179 cc,5 Seats,8
